"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 11:17:07,FALSE,NA,"1319598725833003008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kushal_gehlot",92,TRUE,FALSE,NA,NA
"2","RT @Bloodpointorg: #Karimnagar  #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Renne Hospital.…",FALSE,0,NA,2020-10-23 11:16:36,FALSE,NA,"1319598593880174594",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bharathjaych",4,TRUE,FALSE,NA,NA
"3","RT @Bloodpointorg: #Hyderabad #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Hyderabad nursing…",FALSE,0,NA,2020-10-23 11:16:26,FALSE,NA,"1319598552046206976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bharathjaych",3,TRUE,FALSE,NA,NA
"4","RT @Bloodpointorg: #Gurugram #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medanta Hospital.…",FALSE,0,NA,2020-10-23 11:16:24,FALSE,NA,"1319598542684524544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bharathjaych",3,TRUE,FALSE,NA,NA
"5","RT @Bloodpointorg: #Hyderabad #SOS #COVID19India
Need B-Neg #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medicover Hospit…",FALSE,0,NA,2020-10-23 11:16:22,FALSE,NA,"1319598537030520832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bharathjaych",2,TRUE,FALSE,NA,NA
"6","RT @Bloodpointorg: #Gurugram #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medanta Hospital.…",FALSE,0,NA,2020-10-23 11:15:09,FALSE,NA,"1319598230468845568",NA,"<a href=""http://www.example.com"" rel=""nofollow"">Blood Required Bot</a>","bloodreqbot",3,TRUE,FALSE,NA,NA
"7","RT @Bloodpointorg: #Hyderabad #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Hyderabad nursing…",FALSE,0,NA,2020-10-23 11:15:09,FALSE,NA,"1319598228090699778",NA,"<a href=""http://www.example.com"" rel=""nofollow"">Blood Required Bot</a>","bloodreqbot",3,TRUE,FALSE,NA,NA
"8","RT @Bloodpointorg: #Karimnagar  #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Renne Hospital.…",FALSE,0,NA,2020-10-23 11:15:08,FALSE,NA,"1319598224538128385",NA,"<a href=""http://www.example.com"" rel=""nofollow"">Blood Required Bot</a>","bloodreqbot",4,TRUE,FALSE,NA,NA
"9","RT @Anoopnautiyal1: 9 out of 10 people have recovered from the #Corona pandemic in #Uttarakhand. It is good to see that we have jumped from…",FALSE,0,NA,2020-10-23 11:14:24,FALSE,NA,"1319598041079267334",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Adipkr",2,TRUE,FALSE,NA,NA
"10","RT @Bloodpointorg: #Hyderabad #SOS #COVID19India
Need B-Neg #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medicover Hospit…",FALSE,0,NA,2020-10-23 11:14:18,FALSE,NA,"1319598015066275841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avinashsai10",2,TRUE,FALSE,NA,NA
"11","RT @Bloodpointorg: #Gurugram #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medanta Hospital.…",FALSE,0,NA,2020-10-23 11:14:14,FALSE,NA,"1319597998683443202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avinashsai10",3,TRUE,FALSE,NA,NA
"12","RT @Bloodpointorg: #Hyderabad #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Hyderabad nursing…",FALSE,0,NA,2020-10-23 11:14:08,FALSE,NA,"1319597975568515072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avinashsai10",3,TRUE,FALSE,NA,NA
"13","#Hyderabad #SOS #COVID19India
Need B-Neg #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medicover H… https://t.co/RcrukgeZ8k",FALSE,0,NA,2020-10-23 11:13:35,TRUE,NA,"1319597835331850240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bloodpointorg",2,FALSE,FALSE,NA,NA
"14","RT @rameshlaus: #India has done 100 Million #Corona Tests till Now..

100,113,085 

#CoronavirusIndia",FALSE,0,NA,2020-10-23 11:13:30,FALSE,NA,"1319597814914011136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","n_shekar",24,TRUE,FALSE,NA,NA
"15","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 11:12:47,FALSE,NA,"1319597635473297411",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SevadalSKR",92,TRUE,FALSE,NA,NA
"16","#Gurugram #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Medanta Hospi… https://t.co/xH7UQn5NRm",FALSE,0,NA,2020-10-23 11:10:53,TRUE,NA,"1319597154533474311",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bloodpointorg",3,FALSE,FALSE,NA,NA
"17","RT @Anoopnautiyal1: 9 out of 10 people have recovered from the #Corona pandemic in #Uttarakhand. It is good to see that we have jumped from…",FALSE,0,NA,2020-10-23 11:10:37,FALSE,NA,"1319597086627655682",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yogeeii",2,TRUE,FALSE,NA,NA
"18","#Hyderabad #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Hyderabad nu… https://t.co/UPus8B2Uwh",FALSE,0,NA,2020-10-23 11:09:22,TRUE,NA,"1319596773489295360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bloodpointorg",3,FALSE,FALSE,NA,NA
"19","@scribe_prashant #NitishKumar : Modi ji how to control #Corona

@narendramodi : ha ha !!never !!!Corona is like you… https://t.co/h0pwWKbke2",FALSE,0,"scribe_prashant",2020-10-23 11:08:40,TRUE,"1319594123012177920","1319596597567684608","493059410","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SahinVaaz",0,FALSE,FALSE,NA,NA
"20","@Ahmedshabbir20 #NitishKumar : Modi ji how to control #Corona

@narendramodi : ha ha !!never !!!Corona is like your… https://t.co/V8MmuyHMIo",FALSE,0,"Ahmedshabbir20",2020-10-23 11:08:12,TRUE,"1319595251816775681","1319596479925846017","100999112","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SahinVaaz",0,FALSE,FALSE,NA,NA
"21","RT @Bloodpointorg: #Karimnagar  #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Renne Hospital.…",FALSE,0,NA,2020-10-23 11:06:38,FALSE,NA,"1319596087569690625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avinashsai10",4,TRUE,FALSE,NA,NA
"22","RT @Bloodpointorg: #Karimnagar  #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Renne Hospital.…",FALSE,0,NA,2020-10-23 11:03:11,FALSE,NA,"1319595219998904320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HajibashaS2",4,TRUE,FALSE,NA,NA
"23","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 11:02:41,FALSE,NA,"1319595093557276672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omsaini75",92,TRUE,FALSE,NA,NA
"24","#Karimnagar  #SOS #COVID19India
Need B+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Renne Hosp… https://t.co/aaj6MkIVmp",FALSE,0,NA,2020-10-23 11:01:31,TRUE,NA,"1319594798601302016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bloodpointorg",4,FALSE,FALSE,NA,NA
"25","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:59:03,FALSE,NA,"1319594179685564416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CPmeenabinjari",92,TRUE,FALSE,NA,NA
"26","9 out of 10 people have recovered from the #Corona pandemic in #Uttarakhand. It is good to see that we have jumped… https://t.co/Qs14phsCuk",FALSE,6,NA,2020-10-23 10:58:29,TRUE,NA,"1319594033816088577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anoopnautiyal1",2,FALSE,FALSE,NA,NA
"27","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:56:06,FALSE,NA,"1319593435611820032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanjaySainiIN",45,TRUE,FALSE,NA,NA
"28","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:55:30,FALSE,NA,"1319593284000313345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KHUSHDE07402351",45,TRUE,FALSE,NA,NA
"29","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:55:28,FALSE,NA,"1319593274479239168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KHUSHDE07402351",92,TRUE,FALSE,NA,NA
"30","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:55:05,FALSE,NA,"1319593178740125696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanjaySainiIN",92,TRUE,FALSE,NA,NA
"31","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:53:32,FALSE,NA,"1319592789902913536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anisha791",92,TRUE,FALSE,NA,NA
"32","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:52:13,FALSE,NA,"1319592458808741888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","K1h2u3s4",92,TRUE,FALSE,NA,NA
"33","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:52:10,FALSE,NA,"1319592445236047873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","K1h2u3s4",45,TRUE,FALSE,NA,NA
"34","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:50:14,FALSE,NA,"1319591959971807232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KHUSHDE81778406",92,TRUE,FALSE,NA,NA
"35","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:50:11,FALSE,NA,"1319591946126422016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KHUSHDE81778406",45,TRUE,FALSE,NA,NA
"36","@cnn really stupid of people to ignore #corona ... If its alarming as per @joebiden then why are #DEMOCRATIC states… https://t.co/Whvt44kSUh",FALSE,0,"CNN",2020-10-23 10:46:13,TRUE,NA,"1319590948477652993","759251","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I_am_sago",0,FALSE,FALSE,NA,NA
"37","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:33:41,FALSE,NA,"1319587793346154498",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nksainignm",45,TRUE,FALSE,NA,NA
"38","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:33:39,FALSE,NA,"1319587786907934721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nksainignm",92,TRUE,FALSE,NA,NA
"39","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:14:37,FALSE,NA,"1319582995527786497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iAnuragDadheech",45,TRUE,FALSE,NA,NA
"40","RT @rameshlaus: #India has done 100 Million #Corona Tests till Now..

100,113,085 

#CoronavirusIndia",FALSE,0,NA,2020-10-23 10:10:39,FALSE,NA,"1319581998990553088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pandiya46983134",24,TRUE,FALSE,NA,NA
"41","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:02:46,FALSE,NA,"1319580011519639552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saraswat2018",45,TRUE,FALSE,NA,NA
"42","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:02:42,FALSE,NA,"1319579996109717504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saraswat2018",92,TRUE,FALSE,NA,NA
"43","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:01:38,FALSE,NA,"1319579729331191808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FaijankhanG",92,TRUE,FALSE,NA,NA
"44","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 10:00:59,FALSE,NA,"1319579563798622208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Congress_ajmer",45,TRUE,FALSE,NA,NA
"45","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 10:00:56,FALSE,NA,"1319579554004910080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Congress_ajmer",92,TRUE,FALSE,NA,NA
"46","While waiting for the VACCINE, soon days will arrive for VASELINE<U+0001F643> Aur kitna time lagega<U+0001F48A>....

#Winteriscoming… https://t.co/TPtxhK5wSV",FALSE,2,NA,2020-10-23 10:00:47,TRUE,NA,"1319579512963624962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YadneshZ",0,FALSE,FALSE,NA,NA
"47","Hats off to his dedication &amp; service to humanity in #Corona pandemic. 

#maharashtrafightscorona https://t.co/ITUNdtVaW3",FALSE,3,NA,2020-10-23 09:59:12,FALSE,NA,"1319579116807491584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dayakamPR",0,FALSE,FALSE,NA,NA
"48","@NitishKumar Go #corona go @NitishKumar",FALSE,0,"NitishKumar",2020-10-23 09:54:53,FALSE,"1319507887555661824","1319578028683390976","143409075","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sarraff_tanuj",0,FALSE,FALSE,NA,NA
"49","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:53:29,FALSE,NA,"1319577677125226497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sikarcongress",92,TRUE,FALSE,NA,NA
"50","#Queues:outside #RationShops remain the same in 2020(Photo2), during #Lockdown,like it was in 1970!But now for othe… https://t.co/9mZlq7l3yZ",FALSE,0,NA,2020-10-23 09:50:25,TRUE,NA,"1319576904874094592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SenguptaDeepak",0,FALSE,FALSE,NA,NA
"51","A life of migrants in india.
#quick_Sketch with Sketch pen

#Sketching #migrants #migrantworkers #migrantstories… https://t.co/JvD3GijyAU",FALSE,0,NA,2020-10-23 09:49:25,TRUE,NA,"1319576655980015616",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LJatthapi",0,FALSE,FALSE,"75.74706316","22.5745082"
"52","#Corona Virus Ways of Testing https://t.co/TU2GTXfPPu via @YouTube 
@DC_Palwal @DiprHaryana @diprogurugram1",FALSE,1,NA,2020-10-23 09:46:03,FALSE,NA,"1319575806624972800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DIPROPALWAL",0,FALSE,FALSE,NA,NA
"53","RT @airnews_imphal: #Manipur: District Police #Chandel led by SP N Nimai organised Public Awareness Campaign on #COVID Appropriate Behaviou…",FALSE,0,NA,2020-10-23 09:45:32,FALSE,NA,"1319575675032879104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PIBImphal",1,TRUE,FALSE,NA,NA
"54","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:40:12,FALSE,NA,"1319574334344589312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GovindpatelINC",92,TRUE,FALSE,NA,NA
"55","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:39:50,FALSE,NA,"1319574241939918848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TejramM81021903",45,TRUE,FALSE,NA,NA
"56","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:39:21,FALSE,NA,"1319574122398060549",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iAnuragDadheech",92,TRUE,FALSE,NA,NA
"57","#Manipur: District Police #Chandel led by SP N Nimai organised Public Awareness Campaign on #COVID Appropriate Beha… https://t.co/Wa1Rjahsrr",FALSE,2,NA,2020-10-23 09:37:50,TRUE,NA,"1319573740032671747",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","airnews_imphal",1,FALSE,FALSE,NA,NA
"58","RT @anilbhatortho: #Corona , the wolf wolf story 

Continue to be vigilant please <U+0001F64F><U+0001F3FC> https://t.co/BVdaK8KoQl",FALSE,0,NA,2020-10-23 09:34:49,FALSE,NA,"1319572977634004993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Priyakannan_pk",26,TRUE,FALSE,NA,NA
"59","RT @Covid19TNUpdate: #India has done 100 Million #Corona Tests till Now..

100,113,085 

#CoronavirusIndia",FALSE,0,NA,2020-10-23 09:27:02,FALSE,NA,"1319571021989490690",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TJKUMAR75190939",3,TRUE,FALSE,NA,NA
"60","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:23:52,FALSE,NA,"1319570222773276673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ramu_RamJat",45,TRUE,FALSE,NA,NA
"61","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:23:45,FALSE,NA,"1319570192989474816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ramu_RamJat",92,TRUE,FALSE,NA,NA
"62","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:22:20,FALSE,NA,"1319569838839193601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntonyRajkumarM",92,TRUE,FALSE,NA,NA
"63","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:21:13,FALSE,NA,"1319569558680662017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ganesh_Kumar861",45,TRUE,FALSE,NA,NA
"64","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:21:10,FALSE,NA,"1319569546567507968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ganesh_Kumar861",92,TRUE,FALSE,NA,NA
"65","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:18:47,FALSE,NA,"1319568945016229888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ramniwash725",45,TRUE,FALSE,NA,NA
"66","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:18:43,FALSE,NA,"1319568929447047182",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ramniwash725",92,TRUE,FALSE,NA,NA
"67","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:18:10,FALSE,NA,"1319568787604123648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhatia1021",45,TRUE,FALSE,NA,NA
"68","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:18:07,FALSE,NA,"1319568779047743488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhatia1021",92,TRUE,FALSE,NA,NA
"69","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:16:54,FALSE,NA,"1319568470376284160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ANITARATHI",92,TRUE,FALSE,NA,NA
"70","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:13:34,FALSE,NA,"1319567633230934016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rakesh_INC1992",45,TRUE,FALSE,NA,NA
"71","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:13:29,FALSE,NA,"1319567612188135424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rakesh_INC1992",92,TRUE,FALSE,NA,NA
"72","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:10:45,FALSE,NA,"1319566923051397121",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Raj_drrk",92,TRUE,FALSE,NA,NA
"73","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:06:23,FALSE,NA,"1319565823992737792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandeep19977",45,TRUE,FALSE,NA,NA
"74","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:06:19,FALSE,NA,"1319565807102275584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandeep19977",92,TRUE,FALSE,NA,NA
"75","I urges all to wear a #mask, maintain safe distance &amp; wash hands frequently to help prevent the spread of #Corona. Stay Safe &amp; Healthy.",FALSE,0,NA,2020-10-23 09:04:49,FALSE,NA,"1319565430374031360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sonu2047",0,FALSE,FALSE,NA,NA
"76","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:03:29,FALSE,NA,"1319565093072293888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HChoniya",92,TRUE,FALSE,NA,NA
"77","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:03:06,FALSE,NA,"1319564997169573890",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NagaurkiJanta",45,TRUE,FALSE,NA,NA
"78","RT @ashokgehlot51: Due to continuous efforts by the state government to raise awareness against #corona, people are now increasingly becomi…",FALSE,0,NA,2020-10-23 09:02:56,FALSE,NA,"1319564956757471240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NagaurkiJanta",92,TRUE,FALSE,NA,NA
"79","Tweet 16: @DettolIndia Why do you neglect customer safety with  unsafe packaging in hand sanitiser sprays. You're p… https://t.co/w8LcwwHFyH",FALSE,0,NA,2020-10-23 09:02:00,TRUE,NA,"1319564720571990017",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MayankEmpower",0,FALSE,FALSE,NA,NA
"80","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:01:34,FALSE,NA,"1319564612409327617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chhitarmeena8",45,TRUE,FALSE,NA,NA
"81","RT @ashokgehlot51: Growing consciousness among people in #Rajasthan to take preventive measures against #covid_19 is commendable.
In view o…",FALSE,0,NA,2020-10-23 09:00:11,FALSE,NA,"1319564262969229312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AshokFans",45,TRUE,FALSE,NA,NA
